,"USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 05536357: Grand Calumet River at Hohman Ave at Hammond, IN"
2020-05-26 08:55:00-05:00,3.79,nan,nan
2020-05-26 09:00:00-05:00,3.82,4.31,2.25
2020-05-26 09:05:00-05:00,3.80,nan,nan
2020-05-26 09:10:00-05:00,3.83,nan,nan
2020-05-26 09:15:00-05:00,3.83,4.31,2.24
2020-05-26 09:20:00-05:00,3.79,nan,nan
2020-05-26 09:25:00-05:00,3.85,nan,nan
2020-05-26 09:30:00-05:00,3.86,4.31,2.23
2020-05-26 09:35:00-05:00,3.76,nan,nan
2020-05-26 09:40:00-05:00,3.72,nan,nan
2020-05-26 09:45:00-05:00,3.72,4.30,2.23
2020-05-26 09:50:00-05:00,3.65,nan,nan
2020-05-26 09:55:00-05:00,3.65,nan,nan
2020-05-26 10:00:00-05:00,3.74,4.30,2.23
2020-05-26 10:05:00-05:00,3.80,nan,nan
2020-05-26 10:10:00-05:00,3.78,nan,nan
2020-05-26 10:15:00-05:00,3.86,4.31,2.24
2020-05-26 10:20:00-05:00,3.84,nan,nan
2020-05-26 10:25:00-05:00,3.75,nan,nan
2020-05-26 10:30:00-05:00,3.63,4.30,2.23
2020-05-26 10:35:00-05:00,3.63,nan,nan
2020-05-26 10:40:00-05:00,3.62,nan,nan
2020-05-26 10:45:00-05:00,3.67,4.29,2.22
2020-05-26 10:50:00-05:00,3.75,nan,nan
2020-05-26 10:55:00-05:00,3.80,nan,nan
2020-05-26 11:00:00-05:00,3.83,4.30,2.21
2020-05-26 11:05:00-05:00,3.90,nan,nan
2020-05-26 11:10:00-05:00,3.87,nan,nan
2020-05-26 11:15:00-05:00,3.76,4.30,2.21
2020-05-26 11:20:00-05:00,3.67,nan,nan
2020-05-26 11:25:00-05:00,3.64,nan,nan
2020-05-26 11:30:00-05:00,3.61,4.29,2.19
2020-05-26 11:35:00-05:00,3.55,nan,nan
2020-05-26 11:40:00-05:00,3.56,nan,nan
2020-05-26 11:45:00-05:00,3.62,4.29,2.19
2020-05-26 11:50:00-05:00,3.59,nan,nan
2020-05-26 11:55:00-05:00,3.63,nan,nan
2020-05-26 12:00:00-05:00,3.66,4.30,2.19
2020-05-26 12:05:00-05:00,3.63,nan,nan
2020-05-26 12:10:00-05:00,3.65,nan,nan
2020-05-26 12:15:00-05:00,3.67,4.28,2.18
2020-05-26 12:20:00-05:00,3.71,nan,nan
2020-05-26 12:25:00-05:00,3.79,nan,nan
2020-05-26 12:30:00-05:00,3.85,4.28,2.16
2020-05-26 12:35:00-05:00,3.91,nan,nan
2020-05-26 12:40:00-05:00,3.94,nan,nan
2020-05-26 12:45:00-05:00,3.92,4.27,2.14
2020-05-26 12:50:00-05:00,3.84,nan,nan
2020-05-26 12:55:00-05:00,3.82,nan,nan
2020-05-26 13:00:00-05:00,3.79,4.26,2.14
2020-05-26 13:05:00-05:00,3.83,nan,nan
2020-05-26 13:10:00-05:00,3.82,nan,nan
2020-05-26 13:15:00-05:00,3.87,4.26,2.14
2020-05-26 13:20:00-05:00,3.92,nan,nan
2020-05-26 13:25:00-05:00,3.92,nan,nan
2020-05-26 13:30:00-05:00,3.91,4.30,2.15
2020-05-26 13:35:00-05:00,3.87,nan,nan
2020-05-26 13:40:00-05:00,3.78,nan,nan
2020-05-26 13:45:00-05:00,3.70,4.29,2.16
2020-05-26 13:50:00-05:00,3.71,nan,nan
2020-05-26 13:55:00-05:00,3.75,nan,nan
2020-05-26 14:00:00-05:00,3.80,4.31,2.18
2020-05-26 14:05:00-05:00,3.90,nan,nan
2020-05-26 14:10:00-05:00,3.96,nan,nan
2020-05-26 14:15:00-05:00,3.97,4.32,2.20
2020-05-26 14:20:00-05:00,4.03,nan,nan
2020-05-26 14:25:00-05:00,3.98,nan,nan
2020-05-26 14:30:00-05:00,3.94,4.31,2.22
2020-05-26 14:35:00-05:00,3.95,nan,nan
2020-05-26 14:40:00-05:00,3.92,nan,nan
2020-05-26 14:45:00-05:00,3.90,4.32,2.23
2020-05-26 14:50:00-05:00,3.88,nan,nan
2020-05-26 14:55:00-05:00,3.86,nan,nan
2020-05-26 15:00:00-05:00,3.83,4.33,2.24
2020-05-26 15:05:00-05:00,3.85,nan,nan
2020-05-26 15:10:00-05:00,3.81,nan,nan
2020-05-26 15:15:00-05:00,3.78,4.35,2.29
2020-05-26 15:20:00-05:00,3.78,nan,nan
2020-05-26 15:25:00-05:00,3.71,nan,nan
2020-05-26 15:30:00-05:00,3.73,4.36,2.34
2020-05-26 15:35:00-05:00,3.66,nan,nan
2020-05-26 15:40:00-05:00,3.55,nan,nan
2020-05-26 15:45:00-05:00,3.68,4.36,2.36
2020-05-26 15:50:00-05:00,3.78,nan,nan
2020-05-26 15:55:00-05:00,3.71,nan,nan
2020-05-26 16:00:00-05:00,3.79,4.37,2.36
2020-05-26 16:05:00-05:00,3.90,nan,nan
2020-05-26 16:10:00-05:00,3.91,nan,nan
2020-05-26 16:15:00-05:00,3.79,4.36,2.34
2020-05-26 16:20:00-05:00,3.83,nan,nan
2020-05-26 16:25:00-05:00,3.92,nan,nan
2020-05-26 16:30:00-05:00,3.86,4.35,2.32
2020-05-26 16:35:00-05:00,3.83,nan,nan
2020-05-26 16:40:00-05:00,3.94,nan,nan
2020-05-26 16:45:00-05:00,3.97,4.35,2.32
2020-05-26 16:50:00-05:00,3.88,nan,nan
2020-05-26 16:55:00-05:00,3.87,nan,nan
2020-05-26 17:00:00-05:00,3.84,4.36,2.33
2020-05-26 17:05:00-05:00,3.87,nan,nan
2020-05-26 17:10:00-05:00,3.84,nan,nan
2020-05-26 17:15:00-05:00,3.83,4.36,2.33
2020-05-26 17:20:00-05:00,3.82,nan,nan
2020-05-26 17:25:00-05:00,3.86,nan,nan
2020-05-26 17:30:00-05:00,3.88,4.37,2.35
2020-05-26 17:35:00-05:00,3.90,nan,nan
2020-05-26 17:40:00-05:00,3.94,nan,nan
2020-05-26 17:45:00-05:00,3.97,4.37,2.36
2020-05-26 17:50:00-05:00,3.92,nan,nan
2020-05-26 17:55:00-05:00,3.90,nan,nan
2020-05-26 18:00:00-05:00,3.79,4.36,2.35
2020-05-26 18:05:00-05:00,3.71,nan,nan
2020-05-26 18:10:00-05:00,3.70,nan,nan
2020-05-26 18:15:00-05:00,3.63,4.37,2.35
2020-05-26 18:20:00-05:00,3.62,nan,nan
2020-05-26 18:25:00-05:00,3.67,nan,nan
2020-05-26 18:30:00-05:00,3.75,4.37,2.35
2020-05-26 18:35:00-05:00,3.82,nan,nan
2020-05-26 18:40:00-05:00,3.87,nan,nan
2020-05-26 18:45:00-05:00,3.92,4.37,2.35
2020-05-26 18:50:00-05:00,3.99,nan,nan
2020-05-26 18:55:00-05:00,4.00,nan,nan
2020-05-26 19:00:00-05:00,3.95,4.35,2.33
2020-05-26 19:05:00-05:00,3.91,nan,nan
2020-05-26 19:10:00-05:00,3.82,nan,nan
2020-05-26 19:15:00-05:00,3.74,4.35,2.31
2020-05-26 19:20:00-05:00,3.71,nan,nan
2020-05-26 19:25:00-05:00,3.62,nan,nan
2020-05-26 19:30:00-05:00,3.59,4.35,2.32
2020-05-26 19:35:00-05:00,3.67,nan,nan
2020-05-26 19:40:00-05:00,3.71,nan,nan
2020-05-26 19:45:00-05:00,3.75,4.36,2.32
2020-05-26 19:50:00-05:00,3.86,nan,nan
2020-05-26 19:55:00-05:00,3.96,nan,nan
2020-05-26 20:00:00-05:00,4.00,4.36,2.31
2020-05-26 20:05:00-05:00,3.96,nan,nan
2020-05-26 20:10:00-05:00,3.83,nan,nan
2020-05-26 20:15:00-05:00,3.74,4.34,2.30
2020-05-26 20:20:00-05:00,3.67,nan,nan
2020-05-26 20:25:00-05:00,3.59,nan,nan
2020-05-26 20:30:00-05:00,3.62,4.34,2.29
2020-05-26 20:35:00-05:00,3.69,nan,nan
2020-05-26 20:40:00-05:00,3.73,nan,nan
2020-05-26 20:45:00-05:00,3.75,4.35,2.29
2020-05-26 20:50:00-05:00,3.84,nan,nan
2020-05-26 20:55:00-05:00,3.88,nan,nan
2020-05-26 21:00:00-05:00,3.90,4.35,2.28
2020-05-26 21:05:00-05:00,3.86,nan,nan
2020-05-26 21:10:00-05:00,3.84,nan,nan
2020-05-26 21:15:00-05:00,3.76,4.33,2.26
2020-05-26 21:20:00-05:00,3.68,nan,nan
2020-05-26 21:25:00-05:00,3.63,nan,nan
2020-05-26 21:30:00-05:00,3.61,4.33,2.26
2020-05-26 21:35:00-05:00,3.62,nan,nan
2020-05-26 21:40:00-05:00,3.66,nan,nan
2020-05-26 21:45:00-05:00,3.63,4.33,2.25
2020-05-26 21:50:00-05:00,3.59,nan,nan
2020-05-26 21:55:00-05:00,3.63,nan,nan
2020-05-26 22:00:00-05:00,3.56,4.33,2.24
2020-05-26 22:05:00-05:00,3.50,nan,nan
2020-05-26 22:10:00-05:00,3.51,nan,nan
2020-05-26 22:15:00-05:00,3.63,4.31,2.23
2020-05-26 22:20:00-05:00,3.67,nan,nan
2020-05-26 22:25:00-05:00,3.73,nan,nan
2020-05-26 22:30:00-05:00,3.83,4.30,2.21
2020-05-26 22:35:00-05:00,3.91,nan,nan
2020-05-26 22:40:00-05:00,3.85,nan,nan
2020-05-26 22:45:00-05:00,3.82,4.29,2.20
2020-05-26 22:50:00-05:00,3.83,nan,nan
2020-05-26 22:55:00-05:00,3.77,nan,nan
2020-05-26 23:00:00-05:00,3.71,4.28,2.17
2020-05-26 23:05:00-05:00,3.69,nan,nan
2020-05-26 23:10:00-05:00,3.63,nan,nan
2020-05-26 23:15:00-05:00,3.60,4.28,2.17
2020-05-26 23:20:00-05:00,3.67,nan,nan
2020-05-26 23:25:00-05:00,3.75,nan,nan
2020-05-26 23:30:00-05:00,3.82,4.29,2.18
2020-05-26 23:35:00-05:00,3.91,nan,nan
2020-05-26 23:40:00-05:00,3.93,nan,nan
2020-05-26 23:45:00-05:00,3.93,4.29,2.18
2020-05-26 23:50:00-05:00,3.87,nan,nan
2020-05-26 23:55:00-05:00,3.76,nan,nan
2020-05-27 00:00:00-05:00,3.70,4.27,2.17
2020-05-27 00:05:00-05:00,3.65,nan,nan
2020-05-27 00:10:00-05:00,3.62,nan,nan
2020-05-27 00:15:00-05:00,3.63,4.27,2.17
2020-05-27 00:20:00-05:00,3.74,nan,nan
2020-05-27 00:25:00-05:00,3.76,nan,nan
2020-05-27 00:30:00-05:00,3.75,4.29,2.18
2020-05-27 00:35:00-05:00,3.84,nan,nan
2020-05-27 00:40:00-05:00,3.88,nan,nan
2020-05-27 00:45:00-05:00,3.93,4.29,2.18
2020-05-27 00:50:00-05:00,3.95,nan,nan
2020-05-27 00:55:00-05:00,3.89,nan,nan
2020-05-27 01:00:00-05:00,3.82,4.27,2.17
2020-05-27 01:05:00-05:00,3.75,nan,nan
2020-05-27 01:10:00-05:00,3.67,nan,nan
2020-05-27 01:15:00-05:00,3.63,4.27,2.17
2020-05-27 01:20:00-05:00,3.63,nan,nan
2020-05-27 01:25:00-05:00,3.62,nan,nan
2020-05-27 01:30:00-05:00,3.66,4.28,2.18
2020-05-27 01:35:00-05:00,3.70,nan,nan
2020-05-27 01:40:00-05:00,3.75,nan,nan
2020-05-27 01:45:00-05:00,3.70,4.29,2.19
2020-05-27 01:50:00-05:00,3.71,nan,nan
2020-05-27 01:55:00-05:00,3.75,nan,nan
2020-05-27 02:00:00-05:00,3.76,4.27,2.18
2020-05-27 02:05:00-05:00,3.76,nan,nan
2020-05-27 02:10:00-05:00,3.79,nan,nan
2020-05-27 02:15:00-05:00,3.72,4.27,2.17
2020-05-27 02:20:00-05:00,3.71,nan,nan
2020-05-27 02:25:00-05:00,3.75,nan,nan
2020-05-27 02:30:00-05:00,3.82,4.26,2.16
2020-05-27 02:35:00-05:00,3.86,nan,nan
2020-05-27 02:40:00-05:00,3.93,nan,nan
2020-05-27 02:45:00-05:00,3.96,4.25,2.16
2020-05-27 02:50:00-05:00,3.91,nan,nan
2020-05-27 02:55:00-05:00,3.85,nan,nan
2020-05-27 03:00:00-05:00,3.81,4.26,2.17
2020-05-27 03:05:00-05:00,3.71,nan,nan
2020-05-27 03:10:00-05:00,3.63,nan,nan
2020-05-27 03:15:00-05:00,3.76,4.26,2.17
2020-05-27 03:20:00-05:00,3.76,nan,nan
2020-05-27 03:25:00-05:00,3.76,nan,nan
2020-05-27 03:30:00-05:00,3.84,4.27,2.18
2020-05-27 03:35:00-05:00,3.91,nan,nan
2020-05-27 03:40:00-05:00,3.87,nan,nan
2020-05-27 03:45:00-05:00,3.87,4.28,2.18
2020-05-27 03:50:00-05:00,3.87,nan,nan
2020-05-27 03:55:00-05:00,3.83,nan,nan
2020-05-27 04:00:00-05:00,3.79,4.27,2.18
2020-05-27 04:05:00-05:00,3.72,nan,nan
2020-05-27 04:10:00-05:00,3.70,nan,nan
2020-05-27 04:15:00-05:00,3.67,4.27,2.19
2020-05-27 04:20:00-05:00,3.74,nan,nan
2020-05-27 04:25:00-05:00,3.71,nan,nan
2020-05-27 04:30:00-05:00,3.81,4.28,2.19
2020-05-27 04:35:00-05:00,3.86,nan,nan
2020-05-27 04:40:00-05:00,3.91,nan,nan
2020-05-27 04:45:00-05:00,3.91,4.28,2.19
2020-05-27 04:50:00-05:00,3.92,nan,nan
2020-05-27 04:55:00-05:00,3.82,nan,nan
2020-05-27 05:00:00-05:00,3.78,4.28,2.19
2020-05-27 05:05:00-05:00,3.71,nan,nan
2020-05-27 05:10:00-05:00,3.70,nan,nan
2020-05-27 05:15:00-05:00,3.70,4.27,2.19
2020-05-27 05:20:00-05:00,3.79,nan,nan
2020-05-27 05:25:00-05:00,3.91,nan,nan
2020-05-27 05:30:00-05:00,3.96,4.28,2.19
2020-05-27 05:35:00-05:00,3.99,nan,nan
2020-05-27 05:40:00-05:00,4.01,nan,nan
2020-05-27 05:45:00-05:00,3.90,4.29,2.19
2020-05-27 05:50:00-05:00,3.74,nan,nan
2020-05-27 05:55:00-05:00,3.66,nan,nan
2020-05-27 06:00:00-05:00,3.59,4.27,2.19
2020-05-27 06:05:00-05:00,3.52,nan,nan
2020-05-27 06:10:00-05:00,3.53,nan,nan
2020-05-27 06:15:00-05:00,3.67,4.29,2.20
2020-05-27 06:20:00-05:00,3.72,nan,nan
2020-05-27 06:25:00-05:00,3.79,nan,nan
2020-05-27 06:30:00-05:00,3.90,4.32,2.21
2020-05-27 06:35:00-05:00,3.96,nan,nan
2020-05-27 06:40:00-05:00,3.99,nan,nan
2020-05-27 06:45:00-05:00,3.95,4.30,2.19
2020-05-27 06:50:00-05:00,3.91,nan,nan
2020-05-27 06:55:00-05:00,3.81,nan,nan
2020-05-27 07:00:00-05:00,3.64,4.28,2.18
2020-05-27 07:05:00-05:00,3.62,nan,nan
2020-05-27 07:10:00-05:00,3.58,nan,nan
2020-05-27 07:15:00-05:00,3.47,4.29,2.18
2020-05-27 07:20:00-05:00,3.60,nan,nan
2020-05-27 07:25:00-05:00,3.79,nan,nan
2020-05-27 07:30:00-05:00,3.88,4.31,2.19
2020-05-27 07:35:00-05:00,3.87,nan,nan
2020-05-27 07:40:00-05:00,3.98,nan,nan
2020-05-27 07:45:00-05:00,3.95,4.30,2.19
2020-05-27 07:50:00-05:00,3.82,nan,nan
2020-05-27 07:55:00-05:00,3.82,nan,nan
2020-05-27 08:00:00-05:00,3.75,4.28,2.18
2020-05-27 08:05:00-05:00,3.70,nan,nan
2020-05-27 08:10:00-05:00,3.71,nan,nan
2020-05-27 08:15:00-05:00,3.75,4.28,2.18
2020-05-27 08:20:00-05:00,3.79,nan,nan
2020-05-27 08:25:00-05:00,3.79,nan,nan
2020-05-27 08:30:00-05:00,3.86,4.30,2.19
2020-05-27 08:35:00-05:00,3.91,nan,nan
2020-05-27 08:40:00-05:00,3.87,nan,nan
2020-05-27 08:45:00-05:00,3.80,4.30,2.18
2020-05-27 08:50:00-05:00,3.76,nan,nan
2020-05-27 08:55:00-05:00,3.75,nan,nan
2020-05-27 09:00:00-05:00,3.71,4.29,2.18
2020-05-27 09:05:00-05:00,3.71,nan,nan
2020-05-27 09:10:00-05:00,3.75,nan,nan
2020-05-27 09:15:00-05:00,3.75,4.30,2.18
2020-05-27 09:20:00-05:00,3.73,nan,nan
2020-05-27 09:25:00-05:00,3.71,nan,nan
2020-05-27 09:30:00-05:00,3.70,4.30,2.18
2020-05-27 09:35:00-05:00,3.68,nan,nan
2020-05-27 09:40:00-05:00,3.69,nan,nan
2020-05-27 09:45:00-05:00,3.64,4.29,2.18
2020-05-27 09:50:00-05:00,3.60,nan,nan
2020-05-27 09:55:00-05:00,3.67,nan,nan
2020-05-27 10:00:00-05:00,3.66,4.29,2.17
2020-05-27 10:05:00-05:00,3.58,nan,nan
2020-05-27 10:10:00-05:00,3.63,nan,nan
2020-05-27 10:15:00-05:00,3.75,4.28,2.16
2020-05-27 10:20:00-05:00,3.80,nan,nan
2020-05-27 10:25:00-05:00,3.91,nan,nan
2020-05-27 10:30:00-05:00,3.98,4.27,2.15
2020-05-27 10:35:00-05:00,3.92,nan,nan
2020-05-27 10:40:00-05:00,3.83,nan,nan
2020-05-27 10:45:00-05:00,3.79,4.26,2.14
2020-05-27 10:50:00-05:00,3.67,nan,nan
2020-05-27 10:55:00-05:00,3.63,nan,nan
2020-05-27 11:00:00-05:00,3.63,4.25,2.13
2020-05-27 11:05:00-05:00,3.65,nan,nan
2020-05-27 11:10:00-05:00,3.68,nan,nan
2020-05-27 11:15:00-05:00,3.80,4.26,2.14
2020-05-27 11:20:00-05:00,3.91,nan,nan
2020-05-27 11:25:00-05:00,3.84,nan,nan
2020-05-27 11:30:00-05:00,3.82,4.27,2.14
2020-05-27 11:35:00-05:00,3.83,nan,nan
2020-05-27 11:40:00-05:00,3.70,nan,nan
2020-05-27 11:45:00-05:00,3.62,4.26,2.14
2020-05-27 11:50:00-05:00,3.60,nan,nan
2020-05-27 11:55:00-05:00,3.58,nan,nan
2020-05-27 12:00:00-05:00,3.56,4.26,2.14
2020-05-27 12:05:00-05:00,3.63,nan,nan
2020-05-27 12:10:00-05:00,3.69,nan,nan
2020-05-27 12:15:00-05:00,3.69,4.28,2.14
2020-05-27 12:20:00-05:00,3.80,nan,nan
2020-05-27 12:25:00-05:00,3.87,nan,nan
2020-05-27 12:30:00-05:00,3.86,4.27,2.14
2020-05-27 12:35:00-05:00,3.83,nan,nan
2020-05-27 12:40:00-05:00,3.82,nan,nan
2020-05-27 12:45:00-05:00,3.73,4.26,2.13
2020-05-27 12:50:00-05:00,3.63,nan,nan
2020-05-27 12:55:00-05:00,3.61,nan,nan
2020-05-27 13:00:00-05:00,3.67,4.25,2.12
2020-05-27 13:05:00-05:00,3.67,nan,nan
2020-05-27 13:10:00-05:00,3.71,nan,nan
2020-05-27 13:15:00-05:00,3.75,4.26,2.12
2020-05-27 13:20:00-05:00,3.79,nan,nan
2020-05-27 13:25:00-05:00,3.80,nan,nan
2020-05-27 13:30:00-05:00,3.79,4.26,2.13
2020-05-27 13:35:00-05:00,3.80,nan,nan
2020-05-27 13:40:00-05:00,3.82,nan,nan
2020-05-27 13:45:00-05:00,3.80,4.25,2.12
2020-05-27 13:50:00-05:00,3.79,nan,nan
2020-05-27 13:55:00-05:00,3.75,nan,nan
2020-05-27 14:00:00-05:00,3.75,4.24,2.13
2020-05-27 14:05:00-05:00,3.81,nan,nan
2020-05-27 14:10:00-05:00,3.83,nan,nan
2020-05-27 14:15:00-05:00,3.87,4.25,2.13
2020-05-27 14:20:00-05:00,3.95,nan,nan
2020-05-27 14:25:00-05:00,4.02,nan,nan
2020-05-27 14:30:00-05:00,3.97,4.25,2.14
2020-05-27 14:35:00-05:00,3.93,nan,nan
2020-05-27 14:40:00-05:00,3.91,nan,nan
2020-05-27 14:45:00-05:00,3.79,4.25,2.15
2020-05-27 14:50:00-05:00,3.70,nan,nan
2020-05-27 14:55:00-05:00,3.76,nan,nan
2020-05-27 15:00:00-05:00,3.80,4.25,2.16
2020-05-27 15:05:00-05:00,3.88,nan,nan
2020-05-27 15:10:00-05:00,4.02,nan,nan
2020-05-27 15:15:00-05:00,4.07,4.28,2.18
2020-05-27 15:20:00-05:00,4.05,nan,nan
2020-05-27 15:25:00-05:00,4.00,nan,nan
2020-05-27 15:30:00-05:00,3.87,4.28,2.19
2020-05-27 15:35:00-05:00,3.74,nan,nan
2020-05-27 15:40:00-05:00,3.63,nan,nan
2020-05-27 15:45:00-05:00,3.58,4.27,2.20
2020-05-27 15:50:00-05:00,3.59,nan,nan
2020-05-27 15:55:00-05:00,3.66,nan,nan
2020-05-27 16:00:00-05:00,3.78,4.30,2.22
2020-05-27 16:05:00-05:00,3.88,nan,nan
2020-05-27 16:10:00-05:00,3.99,nan,nan
2020-05-27 16:15:00-05:00,4.04,4.32,2.24
2020-05-27 16:20:00-05:00,4.07,nan,nan
2020-05-27 16:25:00-05:00,4.03,nan,nan
2020-05-27 16:30:00-05:00,3.91,4.29,2.23
2020-05-27 16:35:00-05:00,3.83,nan,nan
2020-05-27 16:40:00-05:00,3.79,nan,nan
2020-05-27 16:45:00-05:00,3.74,4.30,2.22
2020-05-27 16:50:00-05:00,3.72,nan,nan
2020-05-27 16:55:00-05:00,3.84,nan,nan
2020-05-27 17:00:00-05:00,3.90,4.32,2.23
2020-05-27 17:05:00-05:00,3.90,nan,nan
2020-05-27 17:10:00-05:00,3.99,nan,nan
2020-05-27 17:15:00-05:00,4.01,4.34,2.24
2020-05-27 17:20:00-05:00,4.03,nan,nan
2020-05-27 17:25:00-05:00,3.93,nan,nan
2020-05-27 17:30:00-05:00,3.91,4.33,2.24
2020-05-27 17:35:00-05:00,3.81,nan,nan
2020-05-27 17:40:00-05:00,3.71,nan,nan
2020-05-27 17:45:00-05:00,3.74,4.33,2.26
2020-05-27 17:50:00-05:00,3.72,nan,nan
2020-05-27 17:55:00-05:00,3.74,nan,nan
2020-05-27 18:00:00-05:00,3.86,4.34,2.30
2020-05-27 18:05:00-05:00,3.90,nan,nan
2020-05-27 18:10:00-05:00,3.88,nan,nan
2020-05-27 18:15:00-05:00,3.95,4.35,2.30
2020-05-27 18:20:00-05:00,3.99,nan,nan
2020-05-27 18:25:00-05:00,3.89,nan,nan
2020-05-27 18:30:00-05:00,3.79,4.34,2.31
2020-05-27 18:35:00-05:00,3.79,nan,nan
2020-05-27 18:40:00-05:00,3.75,nan,nan
2020-05-27 18:45:00-05:00,3.72,4.35,2.35
2020-05-27 18:50:00-05:00,3.75,nan,nan
2020-05-27 18:55:00-05:00,3.83,nan,nan
2020-05-27 19:00:00-05:00,3.86,4.35,2.38
2020-05-27 19:05:00-05:00,3.87,nan,nan
2020-05-27 19:10:00-05:00,3.87,nan,nan
2020-05-27 19:15:00-05:00,3.93,4.36,2.38
2020-05-27 19:20:00-05:00,3.87,nan,nan
2020-05-27 19:25:00-05:00,3.76,nan,nan
2020-05-27 19:30:00-05:00,3.71,nan,2.37
2020-05-27 19:35:00-05:00,3.68,nan,nan
2020-05-27 19:40:00-05:00,3.63,nan,nan
2020-05-27 19:45:00-05:00,3.67,4.34,2.36
2020-05-27 19:50:00-05:00,3.68,nan,nan
2020-05-27 19:55:00-05:00,3.71,nan,nan
2020-05-27 20:00:00-05:00,3.82,4.35,2.36
2020-05-27 20:05:00-05:00,3.86,nan,nan
2020-05-27 20:10:00-05:00,3.82,nan,nan
2020-05-27 20:15:00-05:00,3.83,4.35,2.34
2020-05-27 20:20:00-05:00,3.85,nan,nan
2020-05-27 20:25:00-05:00,3.76,nan,nan
2020-05-27 20:30:00-05:00,3.71,4.33,2.32
2020-05-27 20:35:00-05:00,3.75,nan,nan
2020-05-27 20:40:00-05:00,3.78,nan,nan
2020-05-27 20:45:00-05:00,3.77,4.33,2.30
2020-05-27 20:50:00-05:00,3.81,nan,nan
2020-05-27 20:55:00-05:00,3.87,nan,nan
2020-05-27 21:00:00-05:00,3.91,4.33,2.30
2020-05-27 21:05:00-05:00,3.88,nan,nan
2020-05-27 21:10:00-05:00,3.83,nan,nan
2020-05-27 21:15:00-05:00,3.82,4.32,2.28
2020-05-27 21:20:00-05:00,3.78,nan,nan
2020-05-27 21:25:00-05:00,3.73,nan,nan
2020-05-27 21:30:00-05:00,3.73,4.32,2.27
2020-05-27 21:35:00-05:00,3.71,nan,nan
2020-05-27 21:40:00-05:00,3.70,nan,nan
2020-05-27 21:45:00-05:00,3.76,4.33,2.27
2020-05-27 21:50:00-05:00,3.82,nan,nan
2020-05-27 21:55:00-05:00,3.83,nan,nan
2020-05-27 22:00:00-05:00,3.87,4.33,2.27
2020-05-27 22:05:00-05:00,3.79,nan,nan
2020-05-27 22:10:00-05:00,3.67,nan,nan
2020-05-27 22:15:00-05:00,3.58,4.31,2.26
2020-05-27 22:20:00-05:00,3.55,nan,nan
2020-05-27 22:25:00-05:00,3.52,nan,nan
2020-05-27 22:30:00-05:00,3.49,4.31,2.25
2020-05-27 22:35:00-05:00,3.56,nan,nan
2020-05-27 22:40:00-05:00,3.66,nan,nan
2020-05-27 22:45:00-05:00,3.67,4.31,2.25
2020-05-27 22:50:00-05:00,3.72,nan,nan
2020-05-27 22:55:00-05:00,3.80,nan,nan
2020-05-27 23:00:00-05:00,3.82,4.31,2.23
2020-05-27 23:05:00-05:00,3.83,nan,nan
2020-05-27 23:10:00-05:00,3.86,nan,nan
2020-05-27 23:15:00-05:00,3.87,4.29,2.21
2020-05-27 23:20:00-05:00,3.80,nan,nan
2020-05-27 23:25:00-05:00,3.73,nan,nan
2020-05-27 23:30:00-05:00,3.69,4.29,2.19
2020-05-27 23:35:00-05:00,3.67,nan,nan
2020-05-27 23:40:00-05:00,3.66,nan,nan
2020-05-27 23:45:00-05:00,3.71,4.28,2.19
2020-05-27 23:50:00-05:00,3.75,nan,nan
2020-05-27 23:55:00-05:00,3.76,nan,nan
2020-05-28 00:00:00-05:00,3.79,4.29,2.19
2020-05-28 00:05:00-05:00,3.79,nan,nan
2020-05-28 00:10:00-05:00,3.70,nan,nan
2020-05-28 00:15:00-05:00,3.64,4.29,2.19
2020-05-28 00:20:00-05:00,3.64,nan,nan
2020-05-28 00:25:00-05:00,3.62,nan,nan
2020-05-28 00:30:00-05:00,3.63,4.27,2.18
2020-05-28 00:35:00-05:00,3.65,nan,nan
2020-05-28 00:40:00-05:00,3.63,nan,nan
2020-05-28 00:45:00-05:00,3.63,4.28,2.17
2020-05-28 00:50:00-05:00,3.65,nan,nan
2020-05-28 00:55:00-05:00,3.66,nan,nan
2020-05-28 01:00:00-05:00,3.67,4.27,2.16
2020-05-28 01:05:00-05:00,3.76,nan,nan
2020-05-28 01:10:00-05:00,3.79,nan,nan
2020-05-28 01:15:00-05:00,3.86,4.26,2.15
2020-05-28 01:20:00-05:00,3.96,nan,nan
2020-05-28 01:25:00-05:00,4.00,nan,nan
2020-05-28 01:30:00-05:00,3.92,4.26,2.14
2020-05-28 01:35:00-05:00,3.83,nan,nan
2020-05-28 01:40:00-05:00,3.76,nan,nan
2020-05-28 01:45:00-05:00,3.69,4.25,2.13
2020-05-28 01:50:00-05:00,3.66,nan,nan
2020-05-28 01:55:00-05:00,3.68,nan,nan
2020-05-28 02:00:00-05:00,3.76,4.25,2.14
2020-05-28 02:05:00-05:00,3.85,nan,nan
2020-05-28 02:10:00-05:00,3.90,nan,nan
2020-05-28 02:15:00-05:00,3.91,4.28,2.15
2020-05-28 02:20:00-05:00,3.94,nan,nan
2020-05-28 02:25:00-05:00,3.92,nan,nan
2020-05-28 02:30:00-05:00,3.88,4.27,2.16
2020-05-28 02:35:00-05:00,3.84,nan,nan
2020-05-28 02:40:00-05:00,3.79,nan,nan
